prime,"UnsaturatedSolinas x32 GallinaAxComputedOf with cbv (0) (real, s)","UnsaturatedSolinas x32 GallinaAxComputedOf with vm_compute (0) (real, s)","UnsaturatedSolinas x32 GallinaAxOf with cbv (0) (real, s)","UnsaturatedSolinas x32 GallinaAxOf with vm_compute (0) (real, s)","UnsaturatedSolinas x32 GallinaDefOf with cbv_no_rt (0) (real, s)","UnsaturatedSolinas x32 PipelineArithOf with cbv (0) (real, s)","UnsaturatedSolinas x32 PipelineArithOf with vm_compute (0) (real, s)","UnsaturatedSolinas x32 PipelineFlatArithOf with extraction OCaml (0) (real, s)","UnsaturatedSolinas x32 PipelineFlatNBEOf with extraction OCaml (0) (real, s)","UnsaturatedSolinas x32 PipelineFullOf with cbv (0) (real, s)","UnsaturatedSolinas x32 PipelineFullOf with vm_compute (0) (real, s)","UnsaturatedSolinas x32 PipelineFullToStringsOf with cbv (0) (real, s)","UnsaturatedSolinas x32 PipelineFullToStringsOf with extraction OCaml (0) (real, s)","UnsaturatedSolinas x32 PipelineFullToStringsOf with vm_compute (0) (real, s)","UnsaturatedSolinas x32 PipelineNBEOf with cbv (0) (real, s)","UnsaturatedSolinas x32 PipelineNBEOf with vm_compute (0) (real, s)","UnsaturatedSolinas x64 GallinaAxComputedOf with cbv (0) (real, s)","UnsaturatedSolinas x64 GallinaAxComputedOf with vm_compute (0) (real, s)","UnsaturatedSolinas x64 GallinaAxOf with cbv (0) (real, s)","UnsaturatedSolinas x64 GallinaAxOf with vm_compute (0) (real, s)","UnsaturatedSolinas x64 GallinaDefOf with cbv_no_rt (0) (real, s)","UnsaturatedSolinas x64 PipelineArithOf with cbv (0) (real, s)","UnsaturatedSolinas x64 PipelineArithOf with vm_compute (0) (real, s)","UnsaturatedSolinas x64 PipelineFlatArithOf with extraction OCaml (0) (real, s)","UnsaturatedSolinas x64 PipelineFlatNBEOf with extraction OCaml (0) (real, s)","UnsaturatedSolinas x64 PipelineFullOf with cbv (0) (real, s)","UnsaturatedSolinas x64 PipelineFullOf with vm_compute (0) (real, s)","UnsaturatedSolinas x64 PipelineFullToStringsOf with cbv (0) (real, s)","UnsaturatedSolinas x64 PipelineFullToStringsOf with extraction OCaml (0) (real, s)","UnsaturatedSolinas x64 PipelineFullToStringsOf with vm_compute (0) (real, s)","UnsaturatedSolinas x64 PipelineNBEOf with cbv (0) (real, s)","UnsaturatedSolinas x64 PipelineNBEOf with vm_compute (0) (real, s)","WordByWordMontgomery x32 GallinaAxOf with cbv (real, s)","WordByWordMontgomery x32 GallinaAxOf with vm_compute (real, s)","WordByWordMontgomery x32 GallinaDefOf with cbv_no_rt (real, s)","WordByWordMontgomery x32 PipelineArithOf with cbv (real, s)","WordByWordMontgomery x32 PipelineArithOf with vm_compute (real, s)","WordByWordMontgomery x32 PipelineFlatArithOf with extraction OCaml (real, s)","WordByWordMontgomery x32 PipelineFlatNBEOf with extraction OCaml (real, s)","WordByWordMontgomery x32 PipelineFullOf with cbv (real, s)","WordByWordMontgomery x32 PipelineFullOf with vm_compute (real, s)","WordByWordMontgomery x32 PipelineFullToStringsOf with cbv (real, s)","WordByWordMontgomery x32 PipelineFullToStringsOf with extraction OCaml (real, s)","WordByWordMontgomery x32 PipelineFullToStringsOf with vm_compute (real, s)","WordByWordMontgomery x32 PipelineNBEOf with cbv (real, s)","WordByWordMontgomery x32 PipelineNBEOf with vm_compute (real, s)","WordByWordMontgomery x64 GallinaAxComputedOf with cbv (real, s)","WordByWordMontgomery x64 GallinaAxComputedOf with vm_compute (real, s)","WordByWordMontgomery x64 GallinaAxOf with cbv (real, s)","WordByWordMontgomery x64 GallinaAxOf with vm_compute (real, s)","WordByWordMontgomery x64 GallinaDefOf with cbv_no_rt (real, s)","WordByWordMontgomery x64 PipelineArithOf with cbv (real, s)","WordByWordMontgomery x64 PipelineArithOf with vm_compute (real, s)","WordByWordMontgomery x64 PipelineFlatArithOf with extraction OCaml (real, s)","WordByWordMontgomery x64 PipelineFlatNBEOf with extraction OCaml (real, s)","WordByWordMontgomery x64 PipelineFullOf with cbv (real, s)","WordByWordMontgomery x64 PipelineFullOf with vm_compute (real, s)","WordByWordMontgomery x64 PipelineFullToStringsOf with cbv (real, s)","WordByWordMontgomery x64 PipelineFullToStringsOf with extraction OCaml (real, s)","WordByWordMontgomery x64 PipelineFullToStringsOf with vm_compute (real, s)","WordByWordMontgomery x64 PipelineNBEOf with cbv (real, s)","WordByWordMontgomery x64 PipelineNBEOf with vm_compute (real, s)"
115792089237316195423570985008687907853269984665640564039457584007908834671663,,,,,,,,,,,,,,,,,,,,,,,,0.033953,0.036779,,,,0.111723,,,,,,,,,2.173761,1.671242,,,,3.228903,,,,,,,,,,,0.141508,0.115821,,,,0.324998,,,
115792089237316195423570985008687907853269984665640564039457584007913129639747,21.87,1.223,16.266,0.666,16.054,30.173,1.378,0.114781,0.113816,45.919,1.932,64.02,0.244844,2.534,37.966,1.397,3.954,0.314,2.739,0.108,2.63,4.831,0.257,0.027430,0.029157,7.603,0.373,10.792,0.083680,0.451,5.389,0.242,150.743,6.38,150.887,,,1.981852,1.708608,,,,3.279981,,,,,,14.168,0.614,14.71,26.489,1.26,0.137789,0.118414,30.871,1.557,32.881,0.326073,1.677,35.261,1.378
118571099379011784113736688648896417641748464297615937576404566024103044751294461,18.696,1.061,15.071,0.566,13.608,25.414,1.16,0.099540,0.096764,38.805,1.586,54.519,0.205569,2.121,29.8,1.177,3.982,0.346,2.993,0.115,2.853,5.198,0.267,0.025710,0.026790,8.264,0.377,11.838,0.072757,0.474,5.665,0.255,,,,,,3.679734,3.212079,,,,5.533912,,,,,,44.843,1.826,45.,,,0.356849,0.304154,,,,0.685715,,,
62165404551223330269422781018352605012557018849668464680057997111644937126566671941623,26.619,1.45,20.651,0.804,19.578,33.123,1.539,0.128511,0.128145,52.553,2.159,73.295,0.278431,2.855,41.127,1.533,4.472,0.365,3.304,0.13,3.227,5.508,0.282,0.021993,0.021177,8.784,0.398,12.499,0.049199,0.533,6.039,0.283,,,,,,3.318195,3.057923,,,,5.082606,,,,,,44.92,1.832,45.026,,,0.336450,0.300625,,,,0.664663,,,
3978585891278293137243057985174566720803649206378781739523711815145275976100267004264429,33.933,1.78,26.549,1.015,25.173,,,0.152724,0.156367,,,,0.334790,,,,5.024,0.385,3.627,0.136,3.337,5.782,0.281,0.021118,0.021193,9.347,0.413,13.479,0.049643,0.552,6.245,0.287,,,,,,6.546176,6.026150,,,,9.443538,,,,,,44.301,1.826,45.193,,,0.335067,0.297578,,,,0.592365,,,
4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873143,48.887,2.525,37.526,1.479,37.321,,,0.218216,0.215447,,,,0.536454,,,,8.948,0.552,6.088,0.268,5.975,9.476,0.425,0.036071,0.034703,15.069,0.65,21.774,0.090388,0.87,10.322,0.429,,,,,,10.426556,9.707001,,,,14.274178,,,,,,117.654,4.863,119.273,,,0.782856,0.680703,,,,1.369485,,,
8543948143683640329580086824678208458410818089423688076513504625452471533457129634052536482660351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.906172,10.695855,,,,15.657456,,,,,,,,,,,0.773261,0.688043,,,,1.344718,,,
139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444719,56.839,2.666,43.916,1.615,40.52,,,0.216184,0.215894,,,,0.462182,,,,8.85,0.578,7.048,0.261,7.015,9.837,0.479,0.037647,0.036814,16.198,0.664,23.082,0.093263,0.874,10.598,0.481,,,,,,10.953733,9.560427,,,,14.174684,,,,,,117.831,4.731,119.413,,,0.764872,0.688736,,,,1.369311,,,
139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444733,53.65,2.696,41.469,1.628,40.722,,,0.210696,0.207747,,,,0.453661,,,,8.873,0.577,7.012,0.261,7.04,9.784,0.464,0.038226,0.037428,16.225,0.664,22.823,0.095140,0.875,10.649,0.484,,,,,,12.214624,10.794406,,,,16.178582,,,,,,117.717,4.755,118.966,,,0.729516,0.652396,,,,1.294552,,,
559936185544451052639360570142111069530411374308662383724997275240947967795040236345219373317901778929,53.415,2.68,41.3,1.628,40.856,,,0.215879,0.215525,,,,0.470087,,,,9.145,0.593,7.038,0.266,7.105,9.938,0.48,0.038587,0.038432,16.52,0.669,23.109,0.095161,1.018,10.804,0.468,,,,,,11.869807,10.302343,,,,16.134758,,,,,,117.67,4.722,126.08,,,0.776196,0.689478,,,,1.394805,,,
1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707687,90.396,4.394,73.783,2.734,69.303,,,0.346400,0.340468,,,,0.747308,,,,16.358,0.852,11.856,0.442,11.76,16.187,0.733,0.058796,0.058063,27.158,1.063,38.835,0.139347,1.402,17.693,0.741,,,,,,21.672091,18.204322,,,,25.597363,,,,,,118.369,4.724,119.258,,,0.750362,0.620978,,,,1.231725,,,
1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697069,94.691,4.618,77.472,2.867,72.789,,,0.347024,0.343842,,,,0.768043,,,,17.12,0.892,12.421,0.464,11.611,16.265,0.754,0.060720,0.060658,27.423,1.101,38.77,0.141756,1.488,17.876,0.742,,,,,,20.146371,18.388721,,,,25.854488,,,,,,118.782,4.718,119.268,,,0.795413,0.701026,,,,1.325580,,,
9850501549098619803069760025035903451269934817616361666987073351061430442874302652853566563721228910201656997576599,112.45,5.437,87.505,3.417,93.484,,,0.420748,0.423934,,,,0.912612,,,,16.328,0.92,12.721,0.472,11.867,17.194,0.723,0.060156,0.058299,28.721,1.103,41.132,0.139842,1.475,18.531,0.752,,,,,,20.158301,18.597490,,,,26.276255,,,,,,118.783,4.746,119.12,,,0.767695,0.708749,,,,1.311193,,,
19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995152987,139.803,6.28,102.183,4.173,110.757,,,0.496448,0.488026,,,,1.074480,,,,17.199,0.901,12.049,0.475,12.459,16.396,0.778,0.062905,0.060861,29.256,1.11,40.544,0.144153,1.488,18.087,0.788,,,,,,20.922109,18.578935,,,,25.969668,,,,,,118.731,4.722,119.261,,,0.783635,0.691170,,,,1.304729,,,
19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153221,119.932,5.393,93.717,3.461,94.103,,,0.422388,0.416906,,,,0.929176,,,,16.342,0.921,11.951,0.477,11.913,16.575,0.769,0.061591,0.059688,27.647,1.123,39.499,0.136205,1.48,18.26,0.733,,,,,,18.129147,16.717235,,,,23.968024,,,,,,126.558,4.738,119.279,,,0.756680,0.694779,,,,1.204561,,,
19701003098197239606139520050071806902539869635232723333974146702122860885748605305707133127442457820403313995153377,112.509,5.448,93.747,3.449,88.091,,,0.420843,0.417661,,,,0.928931,,,,16.325,0.916,11.915,0.477,11.926,17.174,0.775,0.060280,0.058919,28.806,1.124,41.297,0.136694,1.464,18.514,0.772,,,,,,21.348069,18.481658,,,,23.101854,,,,,,118.214,4.743,127.293,,,0.809187,0.683326,,,,1.287451,,,
27242793346725870392864805069239920482418413479970250235261124736529268568574243274298145027791523704776457633923071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.149808,18.615959,,,,26.144021,,,,,,,,,,,0.767908,0.691550,,,,1.365064,,,
39399000061888528705747341564979723453684698396802844018513788071802160543945063912606632720166983136866747113537535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.677178,18.865701,,,,26.050353,,,,,,,,,,,0.709232,0.647113,,,,1.230570,,,
39402006196394479212279040100143613805079739270465446667948293404245721771496870329047266088258938001861606973112319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.004687,18.994636,,,,26.693705,,,,,,,,,,,0.784102,0.695721,,,,1.384171,,,
39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306499,117.109,5.283,92.97,3.422,93.704,,,0.401183,0.401803,,,,0.886074,,,,16.297,0.924,12.021,0.474,11.94,16.563,0.781,0.062469,0.058755,27.615,1.113,39.7,0.144310,1.529,18.137,0.783,,,,,,20.087014,18.803833,,,,25.926606,,,,,,118.672,4.731,119.211,,,0.790703,0.696786,,,,1.399484,,,
1260864198284623334792929283204595641762551656654894293374345388935863096687910739565256520156317300505812095689818091,115.71,5.597,89.802,3.542,90.69,,,0.423820,0.413520,,,,0.915773,,,,16.96,0.929,13.182,0.489,12.246,17.667,0.754,0.059861,0.059020,30.179,1.133,42.836,0.137977,1.529,19.359,0.772,,,,,,35.917228,33.087221,,,,43.580968,,,,,,,,,,,1.538242,1.375055,,,,2.222420,,,
5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986721,125.621,5.917,96.196,3.759,96.154,,,0.441376,0.438432,,,,0.971931,,,,19.44,0.971,13.304,0.518,13.769,18.285,0.81,0.060198,0.059136,30.929,1.181,44.379,0.141267,1.59,19.767,0.817,,,,,,35.032905,32.558687,,,,42.754912,,,,,,,,,,,1.536322,1.403447,,,,2.291876,,,
21153791001287955166461289857048673274508949854856999017108761448780985319561963066406054734070889115122918784800747465736171,149.211,7.186,118.693,4.615,126.151,,,0.542630,0.528540,,,,1.189765,,,,27.479,1.314,18.775,0.741,18.419,25.451,1.083,0.087379,0.085385,42.277,1.661,60.801,0.198624,2.229,28.201,1.129,,,,,,30.901125,28.876614,,,,38.342300,,,,,,,,,,,1.821307,1.620525,,,,2.664746,,,
42307582002575910332922579714097346549017899709713998034217522897561970639123926132812109468141778230245837569601494931472367,162.063,7.149,117.865,4.63,120.394,,,0.514645,0.519189,,,,1.150922,,,,25.551,1.335,20.251,0.744,18.756,26.519,1.109,0.082083,0.080514,44.409,1.648,64.807,0.190570,2.214,28.827,1.114,,,,,,35.199619,33.391068,,,,43.910148,,,,,,,,,,,1.853044,1.616669,,,,2.568059,,,
169230328010303641331690318856389386196071598838855992136870091178871743226194193992506142233229486675299383870011013888737279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.292928,28.737569,,,,37.888818,,,,,,,,,,,1.576995,1.396649,,,,2.348455,,,
45427420268475430659332737993000283397102585042957378767593137448789955507087370207886940669610222847547657600391636120845912601788399,,,154.974,6.088,169.483,,,0.643700,0.651517,,,,1.444270,,,,30.726,1.488,21.591,0.852,21.227,27.689,1.228,0.098268,0.095663,48.013,1.831,69.254,0.222206,2.472,31.136,1.247,,,,,,52.150860,48.809094,,,,61.230532,,,,,,,,,,,1.811440,1.573026,,,,2.612479,,,
726838724295606890549323807888004534353641360687318060281490199180612328166730772686396383698676545930088884461843637361053498018365439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.901456,56.255871,,,,70.313120,,,,,,,,,,,1.525473,1.364510,,,,2.283645,,,
2907354897182427562197295231552018137414565442749272241125960796722503232560257392025174868824880222981702812136219630589176199293960191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.561840,81.716465,,,,99.199918,,,,,,,,,,,3.836716,3.519140,,,,5.244038,,,
11629419588729710248789180926208072549658261770997088964503843186890228609814366773219056811420217048972200345700258846936553626057834493,176.653,8.429,148.123,5.466,141.804,,,0.575914,0.571106,,,,1.271788,,,,29.5,1.558,23.691,0.876,22.449,28.846,1.216,0.101198,0.100802,50.486,1.896,71.186,0.230364,2.493,31.192,1.262,,,,,,91.401705,81.822374,,,,98.740382,,,,,,,,,,,3.890315,3.577954,,,,5.289209,,,
762145642166990290864647761179972242614403843424065222377723867096038022172794340849684107193235344521442121855812163792833978437326241529839,,,171.354,6.676,178.472,,,0.699837,0.690674,,,,1.549573,,,,31.31,1.639,23.591,0.934,23.725,31.717,1.32,0.103992,0.105782,55.482,1.96,79.789,0.250701,2.62,34.201,1.33,,,,,,98.865959,93.324979,,,,115.589858,,,,,,,,,,,3.166243,2.919187,,,,4.367812,,,
3121748550315992231381597229793166305748598142664971150859156959625371737052918555341921773480194470416908415293922726019829017557682084013670399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.807812,82.016381,,,,99.793984,,,,,,,,,,,3.120244,2.955384,,,,4.359863,,,
799167628880894011233688890827050574271641124522232614619944181664095165137859998750798362384253944616915694367080095461234681773897801038410285039,,,,,,,,1.037644,1.032198,,,,2.342084,,,,44.725,2.262,33.447,1.334,36.01,,,0.146143,0.144627,,,,0.347106,,,,,,,,,,,,,,,,,,,,,,,,,3.184951,2.851317,,,,4.410443,,,
1598335257761788022467377781654101148543282249044465229239888363328190330275719997501596724768507889233831388734160190922469363547795602076820570091,,,,,,,,1.053702,1.057282,,,,2.379976,,,,46.696,2.236,33.662,1.339,36.58,,,0.147406,0.142222,,,,0.344565,,,,,,,,,,,,,,,,,,,,,,,,,3.087269,2.912921,,,,4.442198,,,
102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487137,,,,,,,,1.086518,1.073728,,,,2.436989,,,,,,36.19,1.367,,,,0.148360,0.148317,,,,0.352258,,,,,,,,,,,,,,,,,,,,,,,,,3.995735,3.580371,,,,5.306841,,,
3292621777717531703499517186296461297235914818063567795121505704883698582458552017893209304118318844074148143396809486426396407928092469737516832688963583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.975464,3.625756,,,,5.351990,,,
6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503041567,,,,,,,,1.686084,1.683658,,,,3.799997,,,,,,,,,,,0.201243,0.202033,,,,0.476153,,,,,,,,,,,,,,,,,,,,,,,,,3.836187,3.581726,,,,5.286936,,,
6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503041861,,,,,,,,1.498633,1.492005,,,,3.360447,,,,,,,,,,,0.203323,0.200935,,,,0.471168,,,,,,,,,,,,,,,,,,,,,,,,,3.051862,2.883786,,,,4.379309,,,
13307355755662784245937995239384449178495717617804446826996292939863313924196378526398893947208652243867464023067321551174658528251694711947109629815685119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.812994,3.603070,,,,5.263245,,,
13407807929942597099574024998205846127479365820592393377723561443721764030073546976801874298166903427690031858186486050853753882811946569946433649006083527,,,,,,,,1.665474,1.652178,,,,3.751299,,,,,,,,,,,0.207120,0.205722,,,,0.481574,,,,,,,,,,,,,,,,,,,,,,,,,3.813977,3.501772,,,,5.181269,,,
6864797660130609714981900799081393217269435300143305409394463459185543183397656052122559640661454554977296311391480858037121987999716643812574028291115057151,,,,,,,,1.050950,1.039524,,,,2.323747,,,,,,,,,,,0.170130,0.166395,,,,0.375270,,,,,,,,,,,,,,,,,,,,,,,,,7.848732,7.283314,,,,9.980998,,,
