       Time |    Peak Mem | File Name                                                                 
   0m47.25s |  1042476 ko | Specific/solinas32_2e213m3_8limbs/femul.vo                                
   0m47.22s |  1011768 ko | Specific/solinas32_2e171m19_8limbs/femul.vo                               
   0m47.09s |  1044224 ko | Specific/solinas32_2e190m11_8limbs/femul.vo                               
   0m46.90s |  1038192 ko | Specific/solinas32_2e194m33_8limbs/femul.vo                               
   0m46.89s |  1066644 ko | Specific/solinas32_2e174m3_8limbs/femul.vo                                
   0m46.87s |   834708 ko | Specific/solinas32_2e383m31_16limbs/Synthesis.vo                          
   0m46.86s |   836276 ko | Specific/solinas32_2e383m187_16limbs/Synthesis.vo                         
   0m46.83s |  1035492 ko | Specific/solinas32_2e165m25_8limbs/femul.vo                               
   0m46.81s |  1044260 ko | Specific/solinas32_2e196m15_8limbs/femul.vo                               
   0m46.79s |   989324 ko | Specific/solinas32_2e174m17_8limbs/femul.vo                               
   0m46.66s |  1020496 ko | Specific/solinas32_2e206m5_8limbs/femul.vo                                
   0m46.54s |   830944 ko | Specific/solinas32_2e382m105_16limbs/Synthesis.vo                         
   0m46.54s |  1063492 ko | Specific/solinas64_2e256m2e32m977_7limbs/fesquare.vo                      
   0m46.18s |  1190448 ko | Specific/solinas32_2e322m2e161m1_12limbs/fecarry.vo                       
   0m46.14s |   754352 ko | Specific/montgomery32_2e266m3_9limbs/Synthesis.vo                         
   0m46.03s |  1173096 ko | Specific/solinas32_2e285m9_11limbs/freeze.vo                              
   0m46.02s |   833680 ko | Specific/solinas32_2e379m19_16limbs/Synthesis.vo                          
   0m45.89s |  1191608 ko | Specific/solinas32_2e291m19_11limbs/freeze.vo                             
   0m45.86s |   749936 ko | Specific/montgomery32_2e285m9_9limbs/Synthesis.vo                         
   0m45.81s |  1192876 ko | Specific/solinas32_2e255m19_11limbs/freeze.vo                             
   0m45.77s |  1191724 ko | Specific/solinas64_2e511m187_11limbs/freeze.vo                            
   0m45.74s |  1198644 ko | Specific/solinas32_2e266m3_11limbs/freeze.vo                              
   0m45.71s |  1197444 ko | Specific/solinas64_2e511m481_11limbs/freeze.vo                            
   0m45.56s |   903560 ko | Specific/montgomery32_2e488m17_16limbs/fenz.vo                            
   0m45.56s |  1189460 ko | Specific/solinas32_2e256m189_11limbs/freeze.vo                            
   0m45.50s |   660008 ko | Experiments/NewPipeline/AbstractInterpretationWf.vo                       
   0m45.36s |   903756 ko | Specific/montgomery32_2e511m187_16limbs/fenz.vo                           
   0m45.24s |  1057404 ko | Specific/solinas32_2e212m29_8limbs/femul.vo                               
   0m45.04s |   903960 ko | Specific/montgomery32_2e489m21_16limbs/fenz.vo                            
   0m44.99s |   903668 ko | Specific/montgomery32_2e512m569_16limbs/fenz.vo                           
   0m44.87s |   988540 ko | Specific/montgomery32_2e256m4294968273_8limbs/feadd.vo                    
   0m44.82s |  1190580 ko | Specific/solinas32_2e256m2e224p2e192p2e96m1_11limbs/freeze.vo             
   0m44.76s |  1202404 ko | Specific/solinas32_2e224m2e96p1_11limbs/freeze.vo                         
   0m44.75s |   903648 ko | Specific/montgomery32_2e512m491x2e496m1_16limbs/fenz.vo                   
   0m44.74s |  1020756 ko | Specific/montgomery32_2e230m27_8limbs/feadd.vo                            
   0m44.74s |  1031784 ko | Specific/montgomery32_2e235m15_8limbs/feadd.vo                            
   0m44.74s |   990836 ko | Specific/montgomery32_2e256m2e32m977_8limbs/feadd.vo                      
   0m44.68s |  1133116 ko | Specific/solinas32_2e336m17_13limbs/fecarry.vo                            
   0m44.64s |   990136 ko | Specific/montgomery32_2e254m127x2e240m1_8limbs/feadd.vo                   
   0m44.62s |   986152 ko | Specific/montgomery32_2e255m19_8limbs/feadd.vo                            
   0m44.61s |  1007808 ko | Specific/montgomery32_2e226m5_8limbs/feadd.vo                             
   0m44.59s |   986344 ko | Specific/montgomery32_2e256m88x2e240m1_8limbs/feadd.vo                    
   0m44.57s |  1003872 ko | Specific/montgomery32_2e251m9_8limbs/feadd.vo                             
   0m44.57s |   986728 ko | Specific/montgomery32_2e255m765_8limbs/feadd.vo                           
   0m44.57s |   986272 ko | Specific/montgomery32_2e256m189_8limbs/feadd.vo                           
   0m44.56s |   903840 ko | Specific/montgomery32_2e511m481_16limbs/fenz.vo                           
   0m44.50s |   903460 ko | Specific/montgomery32_2e510m290x2e496m1_16limbs/fenz.vo                   
   0m44.48s |  1013976 ko | Specific/montgomery32_2e256m2e224p2e192p2e96m1_8limbs/feadd.vo            
   0m44.48s |  1130652 ko | Specific/solinas32_2e338m15_13limbs/fecarry.vo                            
   0m44.44s |   829412 ko | Specific/solinas32_2e369m25_16limbs/Synthesis.vo                          
   0m44.30s |  1177032 ko | Specific/solinas32_2e256m2e32m977_12limbs/fecarry.vo                      
   0m44.28s |   995544 ko | Specific/montgomery32_2e243m9_8limbs/feadd.vo                             
   0m44.27s |   903684 ko | Specific/montgomery32_2e495m31_16limbs/fenz.vo                            
   0m44.11s |  1071476 ko | Specific/solinas64_2e379m19_8limbs/fesquare.vo                            
   0m44.11s |   997252 ko | Specific/solinas64_2e401m31_8limbs/fesquare.vo                            
   0m44.07s |  1038520 ko | Specific/solinas64_2e383m31_8limbs/fesquare.vo                            
   0m44.01s |   995956 ko | Specific/solinas64_2e413m21_8limbs/fesquare.vo                            
   0m43.99s |  1003336 ko | Specific/montgomery32_2e255m19_8limbs/fesub.vo                            
   0m43.98s |  1001788 ko | Specific/solinas64_2e389m21_8limbs/fesquare.vo                            
   0m43.97s |  1191600 ko | Specific/solinas32_2e251m9_11limbs/freeze.vo                              
   0m43.97s |  1146692 ko | Specific/solinas32_2e321m9_13limbs/fecarry.vo                             
   0m43.95s |  1043636 ko | Specific/solinas64_2e369m25_8limbs/fesquare.vo                            
   0m43.93s |  1143088 ko | Specific/solinas32_2e336m3_13limbs/fecarry.vo                             
   0m43.92s |   988968 ko | Specific/montgomery32_2e226m5_8limbs/fesub.vo                             
   0m43.90s |   995688 ko | Specific/montgomery32_2e256m88x2e240m1_8limbs/fesub.vo                    
   0m43.88s |  1005548 ko | Specific/montgomery32_2e255m765_8limbs/fesub.vo                           
   0m43.82s |  1058008 ko | Specific/solinas64_2e382m105_8limbs/fesquare.vo                           
   0m43.81s |   997312 ko | Specific/montgomery32_2e256m2e32m977_8limbs/fesub.vo                      
   0m43.74s |  1114396 ko | Specific/solinas64_2e521m1_10limbs/freeze.vo                              
   0m43.72s |  1026752 ko | Specific/solinas64_2e414m17_8limbs/fesquare.vo                            
   0m43.71s |   966356 ko | Specific/montgomery32_2e321m9_11limbs/feopp.vo                            
   0m43.57s |  1085360 ko | Specific/solinas64_2e495m31_10limbs/freeze.vo                             
   0m43.55s |   991596 ko | Specific/montgomery32_2e336m3_11limbs/feopp.vo                            
   0m43.53s |  1110876 ko | Specific/solinas32_2e255m765_13limbs/fecarry.vo                           
   0m43.43s |   955864 ko | Specific/solinas32_2e389m21_15limbs/feadd.vo                              
   0m43.42s |  1038688 ko | Specific/solinas64_2e452m3_8limbs/fesquare.vo                             
   0m43.35s |   980652 ko | Specific/montgomery32_2e256m2e224p2e192p2e96m1_8limbs/fesub.vo            
   0m43.35s |   986248 ko | Specific/solinas32_2e383m31_15limbs/feadd.vo                              
   0m43.34s |  1004284 ko | Specific/solinas32_2e194m33_8limbs/fesquare.vo                            
   0m43.28s |   955952 ko | Specific/solinas32_2e379m19_15limbs/feadd.vo                              
   0m43.23s |   983884 ko | Specific/montgomery32_2e322m2e161m1_11limbs/feopp.vo                      
   0m43.15s |   993640 ko | Specific/montgomery32_2e243m9_8limbs/fesub.vo                             
   0m43.15s |  1098872 ko | Specific/solinas64_2e448m2e224m1_10limbs/freeze.vo                        
   0m43.11s |  1076156 ko | Specific/solinas64_2e489m21_10limbs/freeze.vo                             
   0m43.10s |   952708 ko | Specific/solinas32_2e369m25_15limbs/feadd.vo                              
   0m43.08s |  1076104 ko | Specific/solinas64_2e488m17_10limbs/freeze.vo                             
   0m43.07s |  1089356 ko | Specific/solinas64_2e450m2e225m1_10limbs/freeze.vo                        
   0m43.06s |   559160 ko | Spec/Ed25519.vo                                                           
   0m43.02s |   995048 ko | Specific/montgomery32_2e256m189_8limbs/fesub.vo                           
   0m42.96s |   997176 ko | Specific/montgomery32_2e338m15_11limbs/feopp.vo                           
   0m42.87s |   991352 ko | Specific/montgomery32_2e235m15_8limbs/fesub.vo                            
   0m42.87s |  1076164 ko | Specific/solinas64_2e480m2e240m1_10limbs/freeze.vo                        
   0m42.86s |  1068508 ko | Specific/solinas64_2e383m421_8limbs/fesquare.vo                           
   0m42.79s |  1011224 ko | Specific/montgomery32_2e251m9_8limbs/fesub.vo                             
   0m42.71s |   982144 ko | Specific/montgomery32_2e230m27_8limbs/fesub.vo                            
   0m42.66s |  1039116 ko | Specific/solinas64_2e383m187_8limbs/fesquare.vo                           
   0m42.64s |   987536 ko | Specific/montgomery32_2e254m127x2e240m1_8limbs/fesub.vo                   
   0m42.60s |   934816 ko | Experiments/NewPipeline/RewriterInterpProofs1.vo                          
   0m42.46s |  1043212 ko | Specific/solinas64_2e444m17_8limbs/fesquare.vo                            
   0m42.41s |   589600 ko | Arithmetic/Karatsuba.vo                                                   
   0m42.36s |   995360 ko | Specific/solinas32_2e221m3_8limbs/fesquare.vo                             
   0m42.36s |  1065152 ko | Specific/solinas64_2e468m17_8limbs/fesquare.vo                            
   0m42.35s |   983076 ko | Specific/montgomery32_2e336m17_11limbs/feopp.vo                           
   0m42.32s |   991200 ko | Specific/solinas32_2e213m3_8limbs/fesquare.vo                             
   0m42.22s |   995560 ko | Specific/solinas32_2e189m25_8limbs/fesquare.vo                            
   0m42.22s |  1087444 ko | Specific/solinas64_2e511m481_10limbs/freeze.vo                            
   0m42.20s |  1075156 ko | Specific/solinas64_2e384m2e128m2e96p2e32m1_10limbs/freeze.vo              
   0m42.18s |   987108 ko | Specific/solinas32_2e191m19_8limbs/fesquare.vo                            
   0m42.14s |  1099200 ko | Specific/solinas64_2e512m569_10limbs/freeze.vo                            
   0m42.13s |  1031372 ko | Specific/solinas32_2e206m5_8limbs/fesquare.vo                             
   0m42.12s |  1022584 ko | Specific/solinas32_2e174m17_8limbs/fesquare.vo                            
   0m42.09s |  1029984 ko | Specific/solinas32_2e190m11_8limbs/fesquare.vo                            
   0m42.02s |  1026700 ko | Specific/solinas32_2e171m19_8limbs/fesquare.vo                            
   0m42.01s |   995032 ko | Specific/montgomery32_2e256m4294968273_8limbs/fesub.vo                    
   0m42.00s |   990700 ko | Specific/solinas32_2e198m17_8limbs/fesquare.vo                            
   0m41.99s |   983256 ko | Specific/solinas32_2e338m15_14limbs/fesub.vo                              
   0m41.84s |   986108 ko | Specific/solinas32_2e336m17_14limbs/fesub.vo                              
   0m41.61s |  1014356 ko | Specific/solinas32_2e165m25_8limbs/fesquare.vo                            
   0m41.57s |  1000660 ko | Specific/solinas32_2e212m29_8limbs/fesquare.vo                            
   0m41.54s |  1098312 ko | Specific/solinas64_2e511m187_10limbs/freeze.vo                            
   0m41.52s |  1074824 ko | Specific/solinas32_2e255m19_10limbs/freeze.vo                             
   0m41.51s |   986280 ko | Specific/solinas32_2e196m15_8limbs/fesquare.vo                            
   0m41.48s |  1027252 ko | Specific/solinas64_2e384m317_8limbs/fesquare.vo                           
   0m41.33s |  1071296 ko | Specific/solinas32_2e255m19_10limbs_donna/freeze.vo                       
   0m41.28s |  1076240 ko | Specific/solinas32_2e226m5_10limbs/freeze.vo                              
   0m41.27s |   981960 ko | Specific/montgomery64_2e448m2e224m1_7limbs/feadd.vo                       
   0m41.24s |  1075880 ko | Specific/X25519/C32/freeze.vo                                             
   0m41.24s |  1084404 ko | Specific/solinas32_2e222m117_10limbs/freeze.vo                            
   0m41.23s |  1089556 ko | Specific/solinas32_2e251m9_10limbs/freeze.vo                              
   0m41.15s |   903180 ko | Specific/montgomery32_2e468m17_15limbs/fenz.vo                            
   0m41.14s |  1065632 ko | Specific/solinas32_2e216m2e108m1_10limbs/freeze.vo                        
   0m41.13s |   986360 ko | Specific/montgomery64_2e401m31_7limbs/feadd.vo                            
   0m41.06s |  1072752 ko | Specific/solinas32_2e243m9_10limbs/freeze.vo                              
   0m41.00s |   958908 ko | Specific/montgomery64_2e416m2e208m1_7limbs/feadd.vo                       
   0m40.92s |   958624 ko | Specific/montgomery64_2e414m17_7limbs/feadd.vo                            
   0m40.92s |   983876 ko | Specific/montgomery64_2e444m17_7limbs/feadd.vo                            
   0m40.92s |  1093136 ko | Specific/solinas32_2e266m3_10limbs/freeze.vo                              
   0m40.88s |   951504 ko | Specific/montgomery64_2e413m21_7limbs/feadd.vo                            
   0m40.86s |  1071192 ko | Specific/solinas32_2e230m27_10limbs/freeze.vo                             
   0m40.82s |  1046136 ko | Specific/solinas32_2e174m3_8limbs/fesquare.vo                             
   0m40.74s |  1065288 ko | Specific/solinas32_2e192m2e64m1_10limbs/freeze.vo                         
   0m40.73s |   954920 ko | Specific/montgomery64_2e416m2e208m1_7limbs/fesub.vo                       
   0m40.66s |   994264 ko | Specific/solinas32_2e322m2e161m1_14limbs/fesub.vo                         
   0m40.65s |  1075440 ko | Specific/solinas32_2e224m2e96p1_10limbs/freeze.vo                         
   0m40.62s |  1095792 ko | Specific/solinas64_2e256m4294968273_10limbs/freeze.vo                     
   0m40.59s |   981748 ko | Specific/montgomery64_2e401m31_7limbs/fesub.vo                            
   0m40.55s |   981816 ko | Specific/montgomery64_2e448m2e224m1_7limbs/fesub.vo                       
   0m40.54s |   903680 ko | Specific/montgomery32_2e480m2e240m1_15limbs/fenz.vo                       
   0m40.53s |   943300 ko | Specific/montgomery64_2e389m21_7limbs/fesub.vo                            
   0m40.52s |   902964 ko | Specific/montgomery32_2e452m3_15limbs/fenz.vo                             
   0m40.52s |   955904 ko | Specific/montgomery64_2e414m17_7limbs/fesub.vo                            
   0m40.52s |   796100 ko | Specific/solinas32_2e389m21_15limbs/Synthesis.vo                          
   0m40.51s |   903620 ko | Specific/montgomery32_2e450m2e225m1_15limbs/fenz.vo                       
   0m40.51s |   981580 ko | Specific/solinas64_2e256m2e32m977_6limbs/femul.vo                         
   0m40.48s |   982088 ko | Specific/montgomery64_2e389m21_7limbs/feadd.vo                            
   0m40.36s |   983092 ko | Specific/montgomery64_2e444m17_7limbs/fesub.vo                            
   0m40.33s |   979012 ko | Specific/solinas64_2e384m317_7limbs/femul.vo                              
   0m40.18s |  1018184 ko | Specific/solinas64_2e369m25_7limbs/femul.vo                               
   0m40.12s |   913996 ko | Experiments/NewPipeline/GENERATEDIdentifiersWithoutTypesProofs.vo         
   0m40.06s |   954512 ko | Specific/montgomery64_2e413m21_7limbs/fesub.vo                            
   0m40.03s |   981444 ko | Specific/solinas64_2e383m187_7limbs/femul.vo                              
   0m40.03s |   977976 ko | Specific/solinas64_2e383m421_7limbs/femul.vo                              
   0m39.98s |   981504 ko | Specific/solinas64_2e321m9_7limbs/femul.vo                                
   0m39.81s |  1087592 ko | Specific/solinas32_2e235m15_10limbs/freeze.vo                             
   0m39.56s |   794844 ko | Specific/solinas32_2e383m31_15limbs/Synthesis.vo                          
   0m39.36s |  1075184 ko | Specific/solinas32_2e336m3_12limbs/fecarry.vo                             
   0m39.32s |  1051424 ko | Specific/solinas32_2e321m9_12limbs/fecarry.vo                             
   0m39.29s |  1056168 ko | Specific/solinas32_2e291m19_12limbs/fecarry.vo                            
   0m39.28s |  1039388 ko | Specific/solinas64_2e480m2e240m1_10limbs/fecarry.vo                       
   0m39.05s |   983508 ko | Specific/solinas64_2e338m15_7limbs/femul.vo                               
   0m39.04s |  1011916 ko | Specific/solinas64_2e401m31_7limbs/femul.vo                               
   0m39.00s |   800052 ko | Specific/solinas32_2e379m19_15limbs/Synthesis.vo                          
   0m38.93s |  1006364 ko | Specific/solinas64_2e382m105_7limbs/femul.vo                              
   0m38.89s |  1075444 ko | Specific/solinas32_2e255m765_12limbs/fecarry.vo                           
   0m38.83s |   987952 ko | Specific/solinas64_2e383m31_7limbs/femul.vo                               
   0m38.80s |   982360 ko | Specific/solinas64_2e389m21_7limbs/femul.vo                               
   0m38.76s |   995464 ko | Specific/solinas64_2e379m19_7limbs/femul.vo                               
   0m38.73s |  1086712 ko | Specific/solinas32_2e256m189_12limbs/fecarry.vo                           
   0m38.40s |   908872 ko | Specific/solinas32_2e336m17_14limbs/feadd.vo                              
   0m38.33s |   943332 ko | Specific/solinas32_2e322m2e161m1_14limbs/feadd.vo                         
   0m38.29s |   953304 ko | Specific/solinas32_2e336m17_13limbs/fesub.vo                              
   0m38.26s |  1058068 ko | Specific/solinas64_2e521m1_9limbs/freeze.vo                               
   0m38.22s |  1076632 ko | Specific/solinas64_2e450m2e225m1_10limbs/fecarry.vo                       
   0m38.20s |   985240 ko | Specific/solinas32_2e171m19_7limbs/femul.vo                               
   0m38.15s |   981504 ko | Specific/solinas32_2e152m17_7limbs/femul.vo                               
   0m38.12s |   982472 ko | Specific/solinas32_2e166m5_7limbs/femul.vo                                
   0m38.11s |   963528 ko | Specific/solinas32_2e150m5_7limbs/femul.vo                                
   0m38.07s |  1006884 ko | Specific/solinas32_2e165m25_7limbs/femul.vo                               
   0m38.05s |   961576 ko | Specific/solinas32_2e174m3_7limbs/femul.vo                                
   0m38.04s |   981548 ko | Specific/solinas32_2e190m11_7limbs/femul.vo                               
   0m38.03s |   987348 ko | Specific/solinas32_2e174m17_7limbs/femul.vo                               
   0m38.02s |   967244 ko | Specific/solinas32_2e150m3_7limbs/femul.vo                                
   0m38.02s |   994324 ko | Specific/solinas32_2e158m15_7limbs/femul.vo                               
   0m37.94s |   950000 ko | Specific/solinas32_2e141m9_7limbs/femul.vo                                
   0m37.94s |  1062172 ko | Specific/solinas64_2e448m2e224m1_10limbs/fecarry.vo                       
   0m37.88s |  1075312 ko | Specific/solinas32_2e285m9_12limbs/fecarry.vo                             
   0m37.83s |   968224 ko | Specific/solinas64_2e413m21_7limbs/femul.vo                               
   0m37.76s |   985992 ko | Specific/montgomery32_2e291m19_10limbs/feopp.vo                           
   0m37.76s |   955264 ko | Specific/solinas32_2e336m3_13limbs/fesub.vo                               
   0m37.74s |   990240 ko | Specific/solinas64_2e336m3_7limbs/femul.vo                                
   0m37.69s |   911576 ko | Specific/solinas32_2e338m15_13limbs/fesub.vo                              
   0m37.66s |   962348 ko | Specific/solinas32_2e338m15_14limbs/feadd.vo                              
   0m37.56s |   968660 ko | Specific/solinas64_2e336m17_7limbs/femul.vo                               
   0m37.55s |   946684 ko | Specific/solinas32_2e321m9_13limbs/fesub.vo                               
   0m37.46s |   796800 ko | Specific/solinas32_2e369m25_15limbs/Synthesis.vo                          
   0m37.38s |  1031628 ko | Specific/solinas32_2e216m2e108m1_10limbs/fecarry.vo                       
   0m37.26s |  1018692 ko | Specific/solinas32_2e192m2e64m1_10limbs/fecarry.vo                        
   0m37.26s |  1075152 ko | Specific/solinas64_2e468m17_9limbs/freeze.vo                              
   0m37.21s |  1029008 ko | Specific/solinas64_2e489m21_9limbs/freeze.vo                              
   0m37.17s |   908900 ko | Specific/solinas32_2e255m765_13limbs/fesub.vo                             
   0m37.11s |  1070812 ko | Specific/solinas64_2e495m31_9limbs/freeze.vo                              
   0m37.08s |   940316 ko | Specific/solinas32_2e256m2e32m977_13limbs/fesub.vo                        
   0m37.07s |  1060948 ko | Specific/solinas64_2e444m17_9limbs/freeze.vo                              
   0m37.04s |   810880 ko | Specific/solinas32_2e448m2e224m1_16limbs/Synthesis.vo                     
   0m36.98s |  1031744 ko | Specific/solinas64_2e488m17_9limbs/freeze.vo                              
   0m36.97s |   982320 ko | Specific/solinas32_2e189m25_7limbs/femul.vo                               
   0m36.81s |   905100 ko | Specific/montgomery32_2e444m17_14limbs/fenz.vo                            
   0m36.72s |  1042444 ko | Specific/solinas64_2e416m2e208m1_9limbs/freeze.vo                         
   0m36.71s |  1035920 ko | Specific/solinas32_2e230m27_9limbs/freeze.vo                              
   0m36.68s |  1020980 ko | Specific/solinas64_2e452m3_9limbs/freeze.vo                               
   0m36.67s |  1085764 ko | Specific/solinas32_2e243m9_9limbs/freeze.vo                               
   0m36.66s |   961792 ko | Specific/montgomery32_2e205m45x2e198m1_7limbs/fesub.vo                    
   0m36.56s |  1002148 ko | Specific/solinas64_2e414m17_9limbs/freeze.vo                              
   0m36.55s |   905344 ko | Specific/montgomery32_2e448m2e224m1_14limbs/fenz.vo                       
   0m36.41s |  1064172 ko | Specific/solinas64_2e384m2e128m2e96p2e32m1_9limbs/freeze.vo               
   0m36.38s |   929412 ko | Specific/montgomery64_2e521m1_9limbs/feopp.vo                             
   0m36.38s |  1002188 ko | Specific/solinas32_2e226m5_9limbs/freeze.vo                               
   0m36.35s |  1044224 ko | Specific/solinas32_2e222m117_9limbs/freeze.vo                             
   0m36.28s |   941192 ko | Specific/montgomery32_2e213m3_7limbs/feadd.vo                             
   0m36.28s |  1057396 ko | Specific/solinas32_2e192m2e64m1_9limbs/freeze.vo                          
   0m36.28s |   988652 ko | Specific/solinas64_2e256m2e32m977_6limbs/fesquare.vo                      
   0m36.26s |   904588 ko | Specific/montgomery32_2e205m45x2e198m1_7limbs/feadd.vo                    
   0m36.25s |   945828 ko | Specific/montgomery32_2e216m2e108m1_7limbs/feadd.vo                       
   0m36.23s |   925824 ko | Specific/montgomery32_2e194m33_7limbs/feadd.vo                            
   0m36.20s |   940468 ko | Specific/montgomery32_2e221m3_7limbs/feadd.vo                             
   0m36.19s |   925744 ko | Specific/montgomery32_2e198m17_7limbs/feadd.vo                            
   0m36.19s |   998636 ko | Specific/solinas32_2e212m29_9limbs/freeze.vo                              
   0m36.17s |  1051184 ko | Specific/solinas32_2e206m5_9limbs/freeze.vo                               
   0m36.14s |  1035000 ko | Specific/solinas32_2e196m15_9limbs/freeze.vo                              
   0m36.13s |   940132 ko | Specific/montgomery32_2e222m117_7limbs/feadd.vo                           
   0m36.13s |  1060976 ko | Specific/solinas32_2e194m33_9limbs/freeze.vo                              
   0m36.12s |   943772 ko | Specific/montgomery32_2e212m29_7limbs/feadd.vo                            
   0m36.08s |   941152 ko | Specific/montgomery32_2e224m2e96p1_7limbs/feadd.vo                        
   0m36.07s |   989304 ko | Specific/solinas64_2e321m9_7limbs/fesquare.vo                             
   0m36.06s |   925956 ko | Specific/montgomery32_2e196m15_7limbs/feadd.vo                            
   0m36.05s |  1014360 ko | Specific/solinas32_2e198m17_9limbs/freeze.vo                              
   0m35.98s |   981240 ko | Specific/solinas64_2e401m31_7limbs/fesquare.vo                            
   0m35.97s |   994064 ko | Specific/solinas64_2e383m31_7limbs/fesquare.vo                            
   0m35.96s |   904432 ko | Specific/montgomery32_2e206m5_7limbs/feadd.vo                             
   0m35.95s |   981152 ko | Specific/solinas64_2e338m15_7limbs/fesquare.vo                            
   0m35.92s |   982224 ko | Specific/solinas64_2e383m421_7limbs/fesquare.vo                           
   0m35.90s |   992816 ko | Specific/solinas32_2e140m27_7limbs/femul.vo                               
   0m35.87s |   961068 ko | Specific/solinas64_2e379m19_7limbs/fesquare.vo                            
   0m35.82s |   962060 ko | Specific/montgomery32_2e206m5_7limbs/fesub.vo                             
   0m35.81s |  1027248 ko | Specific/solinas64_2e256m4294968273_9limbs/freeze.vo                      
   0m35.78s |   965232 ko | Specific/solinas64_2e383m187_7limbs/fesquare.vo                           
   0m35.72s |   927928 ko | Specific/montgomery32_2e213m3_7limbs/fesub.vo                             
   0m35.72s |   932548 ko | Specific/montgomery32_2e216m2e108m1_7limbs/fesub.vo                       
   0m35.67s |   982096 ko | Specific/solinas64_2e384m317_7limbs/fesquare.vo                           
   0m35.63s |   942440 ko | Specific/montgomery32_2e198m17_7limbs/fesub.vo                            
   0m35.60s |   941064 ko | Specific/montgomery32_2e196m15_7limbs/fesub.vo                            
   0m35.57s |   922220 ko | Specific/montgomery32_2e224m2e96p1_7limbs/fesub.vo                        
   0m35.56s |  1023440 ko | Specific/solinas64_2e511m187_11limbs/fecarry.vo                           
   0m35.51s |   910672 ko | Specific/montgomery32_2e222m117_7limbs/fesub.vo                           
   0m35.50s |   930764 ko | Specific/montgomery32_2e212m29_7limbs/fesub.vo                            
   0m35.47s |   908200 ko | Specific/montgomery32_2e221m3_7limbs/fesub.vo                             
   0m35.41s |   940900 ko | Specific/montgomery32_2e194m33_7limbs/fesub.vo                            
   0m35.38s |  1037860 ko | Specific/solinas32_2e221m3_9limbs/freeze.vo                               
   0m35.36s |  1044620 ko | Specific/solinas32_2e235m15_9limbs/freeze.vo                              
   0m35.35s |  1033572 ko | Specific/solinas64_2e416m2e208m1_9limbs/fecarry.vo                        
   0m35.35s |  1019356 ko | Specific/solinas64_2e511m481_11limbs/fecarry.vo                           
   0m35.26s |  1006300 ko | Specific/solinas64_2e512m569_11limbs/fecarry.vo                           
   0m35.12s |   905516 ko | Specific/solinas32_2e321m9_13limbs/feadd.vo                               
   0m35.04s |   991468 ko | Specific/solinas32_2e213m3_9limbs/freeze.vo                               
   0m34.96s |  1029836 ko | Specific/solinas32_2e191m19_9limbs/freeze.vo                              
   0m34.93s |  1015932 ko | Specific/solinas32_2e291m19_11limbs/fecarry.vo                            
   0m34.90s |   982484 ko | Specific/solinas64_2e369m25_7limbs/fesquare.vo                            
   0m34.83s |   973324 ko | Specific/solinas64_2e382m105_7limbs/fesquare.vo                           
   0m34.82s |   986004 ko | Specific/solinas64_2e336m17_7limbs/fesquare.vo                            
   0m34.79s |   964052 ko | Specific/solinas64_2e389m21_7limbs/fesquare.vo                            
   0m34.78s |   942616 ko | Specific/solinas32_2e336m3_13limbs/feadd.vo                               
   0m34.72s |   989852 ko | Specific/solinas32_2e171m19_7limbs/fesquare.vo                            
   0m34.69s |   944864 ko | Specific/solinas32_2e166m5_7limbs/fesquare.vo                             
   0m34.68s |   953872 ko | Specific/solinas64_2e413m21_7limbs/fesquare.vo                            
   0m34.67s |   982376 ko | Specific/solinas32_2e190m11_7limbs/fesquare.vo                            
   0m34.65s |   912676 ko | Specific/solinas32_2e256m2e32m977_13limbs/feadd.vo                        
   0m34.53s |   913852 ko | Specific/solinas32_2e165m25_7limbs/fesquare.vo                            
   0m34.52s |   978752 ko | Specific/solinas32_2e141m9_7limbs/fesquare.vo                             
   0m34.50s |   954024 ko | Specific/solinas32_2e158m15_7limbs/fesquare.vo                            
   0m34.50s |   934972 ko | Specific/solinas32_2e174m17_7limbs/fesquare.vo                            
   0m34.44s |   901164 ko | Specific/solinas32_2e255m765_13limbs/feadd.vo                             
   0m34.43s |   911936 ko | Specific/solinas32_2e338m15_13limbs/feadd.vo                              
   0m34.41s |   954532 ko | Specific/solinas32_2e150m5_7limbs/fesquare.vo                             
   0m34.36s |  1041532 ko | Specific/solinas32_2e285m9_11limbs/fecarry.vo                             
   0m34.34s |  1021276 ko | Specific/solinas32_2e256m189_11limbs/fecarry.vo                           
   0m34.32s |   962860 ko | Specific/solinas32_2e152m17_7limbs/fesquare.vo                            
   0m34.28s |   902392 ko | Specific/solinas32_2e174m3_7limbs/fesquare.vo                             
   0m34.24s |  1021132 ko | Specific/solinas32_2e255m19_11limbs/fecarry.vo                            
   0m34.22s |   900852 ko | Specific/montgomery64_2e338m15_6limbs/fesub.vo                            
   0m34.22s |   900960 ko | Specific/montgomery64_2e384m317_6limbs/feadd.vo                           
   0m34.20s |   942712 ko | Specific/solinas32_2e336m3_12limbs/fesub.vo                               
   0m34.17s |   902036 ko | Specific/montgomery64_2e322m2e161m1_6limbs/feadd.vo                       
   0m34.17s |   901908 ko | Specific/montgomery64_2e369m25_6limbs/fesub.vo                            
   0m34.14s |   905620 ko | Specific/solinas32_2e150m3_7limbs/fesquare.vo                             
   0m34.12s |   906708 ko | Specific/montgomery64_2e336m3_6limbs/fesub.vo                             
